"MROHR_0001","RDR/ESP/ORB_033300_033399/ESP_033342_1660/ESP_033342_1660_RED.JP2  ","MRO","HIRISE","ESP_033342_1660","ESP_033342_1660_RED  ","1  ","MARS                            ", 33342,"Extended Science Phase        ","Pit south of Arsia Mons                                                    ","2013-09-06T12:57:57     ","1062939513:43259","2013-09-06T12:57:57     ","1062939513:51237","2013-09-06T12:57:59     ","1062939515:50930", 26705, 19226, 0.44839,43.9747, 43.7015, 250.268,3655.44, 250.288,  270.0000,  206.4280,    7.5388,  201.3080,  -13.8637,  239.9920,   1.60005,    17.951,   14.5808,"YES",  -13.9067,  -13.7941,  239.9790,  240.0620, 0.25,237056.000,"EQUIRECTANGULAR    ",-10.0, 180.000,  -3269970.0, -14002500.0,  -13.8985,  240.0620,  -13.9067,  239.9930,  -13.8023,  239.9790,  -13.7941,  240.0490
"MROHR_0001","RDR/ESP/ORB_033300_033399/ESP_033342_1660/ESP_033342_1660_COLOR.JP2","MRO","HIRISE","ESP_033342_1660","ESP_033342_1660_COLOR","1  ","MARS                            ", 33342,"Extended Science Phase        ","Pit south of Arsia Mons                                                    ","2013-09-06T12:57:57     ","1062939513:43259","2013-09-06T12:57:57     ","1062939513:46062","2013-09-06T12:57:59     ","1062939515:54808", 25244,  7160, 0.44839,43.9747, 43.7015, 250.268,3655.44, 250.288,  270.0000,  206.4280,    7.5388,  201.3080,  -13.8637,  239.9920,   1.60005,    17.951,   14.5808,"YES",  -13.9067,  -13.7941,  239.9790,  240.0620, 0.25,237056.000,"EQUIRECTANGULAR    ",-10.0, 180.000,  -3270720.0, -14008500.0,  -13.9008,  240.0360,  -13.9029,  240.0180,  -13.7985,  240.0050,  -13.7964,  240.0230
